No,words,transliteration,chinese,example sentence
2300,antibiotic,/ˌæntibaɪˈɒtɪk/,n. 抗生素,Take antibiotic as prescribed.
2301,refuse,/rɪˈfjuːz/,v. 拒绝,He refused to help.
2302,capacity,/kəˈpæsəti/,n. 能力；容量,The hall has a large capacity.
2303,obstacle,/ˈɒbstəkl/,n. 障碍；阻碍,Overcome every obstacle.
2304,give birth to,/ɡɪv bɜːθ tu/,产生；孕育,The plan gave birth to many new ideas.
2305,academic,/ˌækəˈdemɪk/,adj. 学术的；学业的,He has an academic background.
2306,fiscal,/ˈfɪskl/,adj. 财政的；国库的,Fiscal policy affects the economy.
2307,redistribution,/ˌriːdɪstrɪˈbjuːʃn/,n. 重新分配,Wealth redistribution policy.
2308,major,/ˈmeɪdʒə(r)/,adj. 主要的 n. 专业,This is a major problem.
2309,lifelong,/ˈlaɪflɒŋ/,adj. 终身的,It is a lifelong learning process.
2310,representative,/ˌreprɪˈzentətɪv/,n. 代表 adj. 典型的,He is a company representative.
2311,neighborhood,/ˈneɪbəhʊd/,n. 街区；社区,I live in a quiet neighborhood.
2312,deficit,/ˈdefɪsɪt/,n. 赤字；亏损,The country has a budget deficit.
2313,generously,/ˈdʒenərəsli/,adv. 慷慨地；大方地,He donated money generously.
2314,incredible,/ɪnˈkredəbl/,adj. 难以置信的；极好的,The view is incredible.
2315,unpack,/ˌʌnˈpæk/,v. 打开行李；拆包,Unpack your luggage at home.
2316,opt,/ɒpt/,v. 选择,Opt for a cheaper option.
2317,tolerable,/ˈtɒlərəbl/,adj. 可忍受的；尚好的,The pain is tolerable.
2318,spread,/spred/,v. 传播；扩散；展开,The news spread quickly.
2319,offset,/ˈɒfset/,v. 抵消；补偿,Extra income offsets the cost.
2320,specification,/ˌspesɪfɪˈkeɪʃn/,n. 规格；说明书,Check the product specification.
2321,claim,/kleɪm/,v./n. 声称；索赔；认领,He claimed the lost bag.
2322,found,/faʊnd/,v. 建立；创立,They founded a charity.
2323,refund,/ˈriːfʌnd/,n./v. 退款；退还,We will refund your payment.
2324,in the meantime,/ɪn ðə ˈmiːntaɪm/,与此同时；在此期间,"I’ll wait; in the meantime, read this."
2325,facile,/ˈfæsaɪl/,adj. 轻率的；肤浅的；易做到的,It is a facile solution.
2326,be crowded with,/bi ˈkraʊdɪd wɪð/,挤满,The street is crowded with people.
2327,notable,/ˈnəʊtəbl/,adj. 显著的；著名的,There is a notable improvement.
2328,growth,/ɡrəʊθ/,n. 增长；成长,Economic growth is steady.
2329,categorize,/ˈkætəɡəraɪz/,v. 分类,Categorize the files by type.
2330,built in,/ˌbɪlt ˈɪn/,adj. 内置的；嵌入式的,It has a built in camera.
2331,smooth,/smuːð/,adj. 光滑的；顺利的,The project went smooth.
2332,infer,/ɪnˈfɜː(r)/,v. 推断；推论,We infer his meaning from words.
2333,surge,/sɜːdʒ/,v./n. 激增；汹涌,Demand surged suddenly.
2334,installment,/ɪnˈstɔːlmənt/,n. 分期付款；部分,Pay in monthly installments.
2335,embark,/ɪmˈbɑːk/,v. 上船/飞机；着手,Embark on a new project.
2336,area code,/ˈeəriə kəʊd/,n. 电话区号,What is the area code here?
2337,incident,/ˈɪnsɪdənt/,n. 事件；事变,The police handled the incident.
2338,acquaintance,/əˈkweɪntəns/,n. 熟人；认识,He is just an acquaintance.
2339,enthusiastic,/ɪnˌθjuːziˈæstɪk/,adj. 热情的,She is enthusiastic about music.
2340,stern,/stɜːn/,adj. 严厉的；坚定的,He gave a stern warning.
2341,attribute,/ˈætrɪbjuːt/ /əˈtrɪbjuːt/,n. 属性 v. 把…归因于,Attribute success to hard work.
2342,solar,/ˈsəʊlə(r)/,adj. 太阳的；太阳能的,It uses solar energy.
2343,vacate,/veɪˈkeɪt/,v. 腾出；空出；离职,Please vacate the room.
2344,substantial,/səbˈstænʃl/,adj. 大量的；实质的,A substantial amount of money.
2345,drastic,/ˈdræstɪk/,adj. 激烈的；彻底的,Take drastic measures.
2346,activate,/ˈæktɪveɪt/,v. 激活；启动,Activate your new card.
2347,volatile,/ˈvɒlətaɪl/,adj. 易变的；挥发性的,The market is volatile.
2348,redeem,/rɪˈdiːm/,v. 赎回；兑现；弥补,Redeem a coupon.
2349,oblivious,/əˈblɪviəs/,adj. 未察觉的；健忘的,He is oblivious of danger.
2350,moreover,/mɔːrˈəʊvə(r)/,adv. 此外；而且,"It is cheap; moreover, it is safe."
2351,determine,/dɪˈtɜːmɪn/,v. 确定；决定,Determine the date of the meeting.
2352,herein,/ˌhɪərˈɪn/,adv. 在此；于此,The rules are stated herein.
2353,deter,/dɪˈtɜː(r)/,v. 阻止；威慑,High fines deter speeding.
2354,amaze,/əˈmeɪz/,v. 使惊奇,The result amazes everyone.
2355,organization,/ˌɔːɡənaɪˈzeɪʃn/,n. 组织；机构,It is a non-profit organization.
2356,propel,/prəˈpel/,v. 推进；推动,Wind propels the boat.
2357,intense,/ɪnˈtens/,adj. 强烈的；紧张的,Intense competition.
2358,apparent,/əˈpærənt/,adj. 明显的；表面上的,The truth is apparent.
2359,inflame,/ɪnˈfleɪm/,v. 使发炎；激怒,The wound began to inflame.
2360,access,/ˈækses/,n./v. 通道；访问；使用,Gain access to the system.
2361,effect,/ɪˈfekt/,n. 效果；影响,The medicine has a good effect.
2362,method,/ˈmeθəd/,n. 方法；办法,Use a scientific method.
2363,foresee,/fɔːˈsiː/,v. 预见；预知,No one can foresee the future.
2364,shortage,/ˈʃɔːtɪdʒ/,n. 短缺；不足,There is a water shortage.
2365,foster,/ˈfɒstə(r)/,v. 培养；促进,Foster children’s creativity.
2366,oppose,/əˈpəʊz/,v. 反对,I oppose this plan.
2367,scanner,/ˈskænə(r)/,n. 扫描仪,Scan with a scanner.
2368,convey,/kənˈveɪ/,v. 传达；运送,Convey my best wishes.
2369,stomachache,/ˈstʌməkeɪk/,n. 胃痛；肚子疼,I have a bad stomachache.
2370,dividend,/ˈdɪvɪdend/,n. 股息；红利,Receive a cash dividend.
2371,prompt,/prɒmpt/,adj. 迅速的 v. 促使,Be prompt for the appointment.
2372,concerning,/kənˈsɜːnɪŋ/,prep. 关于,Ask questions concerning the task.
2373,difference,/ˈdɪfrəns/,n. 差异；不同,Tell the difference between them.
2374,net worth,/net wɜːθ/,n. 净资产；净值,His net worth is very high.
2375,gaze at,/ɡeɪz æt/,凝视；注视,Gaze at the beautiful scenery.
2376,suspension,/səˈspenʃn/,n. 暂停；悬浮,Suspension of the service.
2377,franchise,/ˈfræntʃaɪz/,n. 特许经营权；连锁店,Open a coffee franchise.
2378,elegant,/ˈelɪɡənt/,adj. 优雅的；精美的,She wears an elegant dress.
2379,pharmacy,/ˈfɑːməsi/,n. 药房；药剂学,Buy medicine at the pharmacy.
2380,complaint,/kəmˈpleɪnt/,n. 抱怨；投诉,File a formal complaint.
2381,tribute,/ˈtrɪbjuːt/,n. 致敬；贡品,Pay tribute to the hero.
2382,commitment,/kəˈmɪtmənt/,n. 承诺；投入,Show your commitment to work.
2383,property,/ˈprɒpəti/,n. 财产；性质；房产,Protect your personal property.
2384,beneficial,/ˌbenɪˈfɪʃl/,adj. 有益的,Sports are beneficial to health.
2385,contact,/ˈkɒntækt/,v./n. 联系；接触,Please contact me later.
2386,retail,/ˈriːteɪl/,n./v. 零售,Sell goods by retail.
2387,preference,/ˈprefrəns/,n. 偏爱；偏好,I have a preference for tea.
2388,unemployment,/ˌʌnɪmˈplɔɪmənt/,n. 失业,The unemployment rate is rising.
2389,deplete,/dɪˈpliːt/,v. 耗尽；使枯竭,Overuse depletes resources.
2390,engineering,/ˌendʒɪˈnɪərɪŋ/,n. 工程；工程学,He studies civil engineering.
2391,adept,/əˈdept/,adj. 熟练的；擅长的,She is adept at negotiation.
2392,rational,/ˈræʃnəl/,adj. 理性的；合理的,Make a rational decision.
2393,affiliate,/əˈfɪlieɪt/ /əˈfɪliət/,v. 附属；加盟 n. 子公司,The club is affiliated with the association.
2394,indemnity,/ɪnˈdemnəti/,n. 赔偿；保障,The policy includes indemnity.
2395,demote,/dɪˈməʊt/,v. 使降级；降职,He was demoted for mistakes.
2396,prepare,/prɪˈpeə(r)/,v. 准备,Prepare for the exam.
2397,tardy,/ˈtɑːdi/,adj. 迟到的；缓慢的,Do not be tardy for class.
2398,establish,/ɪˈstæblɪʃ/,v. 建立；确立,Establish a new company.
2399,contingent,/kənˈtɪndʒənt/,adj. 视情况而定的；偶然的,The plan is contingent on approval.
2400,salute,/səˈluːt/,v./n. 敬礼；致敬,Salute the national flag.
2401,initiative,/ɪˈnɪʃətɪv/,n. 倡议；主动性,Take the initiative to help others.
2402,overview,/ˈəʊvəvjuː/,n. 概述；概览,Give an overview of the project.
2403,disturb,/dɪˈstɜːb/,v. 打扰；妨碍,Do not disturb the patient.
2404,upper,/ˈʌpə(r)/,adj. 上面的；上部的,The upper floor is offices.
2405,assure,/əˈʃʊə(r)/,v. 向…保证；使确信,I assure you of safety.
2406,tablet,/ˈtæblət/,n. 药片；平板电脑,Take one tablet a day.
2407,excessive,/ɪkˈsesɪv/,adj. 过多的；过分的,Avoid excessive drinking.
2408,correlate,/ˈkɒrəleɪt/,v. 相关；关联,Stress correlates with illness.
2409,unusually,/ʌnˈjuːʒuəli/,adv. 不寻常地；特别地,It is unusually cold today.
2410,fluid,/ˈfluːɪd/,n. 流体 adj. 流动的,Blood is a body fluid.
2411,ballot box,/ˈbælət bɒks/,n. 投票箱,Put the vote in the ballot box.
2412,pile on,/paɪl ɒn/,堆积；加重,Pile on more clothes.
2413,hold,/həʊld/,v. 持有；举办；保持,Hold a meeting tomorrow.
2414,nevertheless,/ˌnevəðəˈles/,adv. 尽管如此；然而,"It is hard; nevertheless, we try."
2415,passion,/ˈpæʃn/,n. 激情；热爱,He has a passion for music.
2416,deal,/diːl/,n. 交易 v. 处理；应对,Make a good deal.
2417,intend,/ɪnˈtend/,v. 打算；想要,I intend to study abroad.
2418,barring,/ˈbɑːrɪŋ/,prep. 除非；除…之外,"Barring accidents, we’ll arrive on time."
2419,technical,/ˈteknɪkl/,adj. 技术的；专业的,Solve technical problems.
2420,struggle,/ˈstrʌɡl/,v./n. 奋斗；挣扎,Struggle against difficulties.
2421,extra,/ˈekstrə/,adj. 额外的；n. 额外事物,We need extra time to finish.
2422,sufficient,/səˈfɪʃnt/,adj. 足够的；充足的,The food is sufficient for everyone.
2423,habitat,/ˈhæbɪtæt/,n. 栖息地；生活环境,The forest is the panda’s habitat.
2424,contiguous,/kənˈtɪɡjuəs/,adj. 相邻的；连续的,The two countries are contiguous.
2425,obsolete,/ˈɒbsəliːt/,adj. 过时的；废弃的,This technology is now obsolete.
2426,policy,/ˈpɒləsi/,n. 政策；保险单,The government issued a new policy.
2427,make use of,/meɪk juːs ɒv/,利用,Make use of your free time wisely.
2428,perspective,/pəˈspektɪv/,n. 观点；视角,Look at it from a different perspective.
2429,affordable,/əˈfɔːdəbl/,adj. 负担得起的,The house is affordable for young people.
2430,block,/blɒk/,n. 街区；堵塞 v. 阻挡,The road is blocked by traffic.
2431,optimistic,/ˌɒptɪˈmɪstɪk/,adj. 乐观的,She is optimistic about the future.
2432,pilot,/ˈpaɪlət/,n. 飞行员；领航员 adj. 试点的,A pilot test will start next month.
2433,laptop,/ˈlæptɒp/,n. 笔记本电脑,He works on his laptop every day.
2434,public,/ˈpʌblɪk/,adj. 公共的；公众的,The park is open to the public.
2435,mechanic,/məˈkænɪk/,n. 机械师；技工,The mechanic repaired the car.
2436,wholesale,/ˈhəʊlseɪl/,n./adj. 批发（的）,They sell goods at wholesale prices.
2437,review,/rɪˈvjuː/,v./n. 复习；审查；评论,Review your notes before the exam.
2438,murder,/ˈmɜːdə(r)/,v./n. 谋杀；凶杀,He was arrested for murder.
2439,in the event of,/ɪn ði ɪˈvent ɒv/,万一；倘若,Call 119 in the event of fire.
2440,circular,/ˈsɜːkjələ(r)/,adj. 圆形的；循环的 n. 通知,A circular building in the center.
2441,redo,/ˌriːˈduː/,v. 重做；重新做,We have to redo the whole project.
2442,feasible,/ˈfiːzəbl/,adj. 可行的,The plan is practical and feasible.
2443,ground,/ɡraʊnd/,n. 地面；理由 v. 使着陆,The plan has no solid ground.
2444,donation,/dəʊˈneɪʃn/,n. 捐赠；捐款,We received a large donation.
2445,target,/ˈtɑːɡɪt/,n. 目标；对象 v. 瞄准,We set a sales target for this year.
2446,regulate,/ˈreɡjuleɪt/,v. 管理；调节；控制,Regulate your eating habits.
2447,impatient,/ɪmˈpeɪʃnt/,adj. 不耐烦的；急躁的,He is impatient with slow work.
2448,celebrity,/səˈlebrəti/,n. 名人；名流,She is a famous TV celebrity.
2449,spontaneous,/spɒnˈteɪniəs/,adj. 自发的；自然的,It was a spontaneous decision.
2450,presentation,/ˌpreznˈteɪʃn/,n. 展示；报告；演示,Give a presentation at the meeting.
2451,in house,/ɪn haʊs/,adj./adv. 内部的；在公司内部,We have an in house design team.
2452,exhaust,/ɪɡˈzɔːst/,v. 耗尽；使疲惫 n. 废气,Do not exhaust all your energy.
2453,calendar,/ˈkælɪndə(r)/,n. 日历；日程表,Mark the date on the calendar.
2454,execution,/ˌeksɪˈkjuːʃn/,n. 执行；实施；处决,The execution of the plan went well.
2455,stroll,/strəʊl/,v./n. 散步；闲逛,Take a stroll in the park.
2456,umpire,/ˈʌmpaɪə(r)/,n. 裁判 v. 担任裁判,The umpire made a fair decision.
2457,in the first place,/ɪn ðə fɜːst pleɪs/,首先；起初,Why did you choose it in the first place?
2458,depress,/dɪˈpres/,v. 使沮丧；使萧条,The bad news depressed him.
2459,statistical,/stəˈtɪstɪkl/,adj. 统计的；统计学的,Analyze the statistical data.
2460,focus,/ˈfəʊkəs/,v./n. 集中；焦点,Focus on your main goal.
2461,stadium,/ˈsteɪdiəm/,n. 体育场；体育馆,The match is held in the national stadium.
2462,prosecute,/ˈprɒsɪkjuːt/,v. 起诉；控告；检举,They will prosecute the offender.
2463,blood pressure,/blʌd ˈpreʃə(r)/,n. 血压,Check your blood pressure regularly.
2464,venue,/ˈvenjuː/,n. 举办地点；会场,Change the venue of the conference.
2465,scheme,/skiːm/,n. 计划；方案 v. 密谋,A training scheme for new employees.
2466,named,/neɪmd/,adj. 命名的；指定的,The park is named after a hero.
2467,volunteer,/ˌvɒlənˈtɪə(r)/,n. 志愿者 v. 自愿做,She works as a volunteer at the hospital.
2468,inconvenience,/ˌɪnkənˈviːniəns/,n. 不便；麻烦 v. 打扰,We apologize for the inconvenience.
2469,conclusion,/kənˈkluːʒn/,n. 结论；结束,Draw a conclusion from the results.
2470,enthusiasm,/ɪnˈθjuːziæzəm/,n. 热情；热忱,He has great enthusiasm for music.
2471,suite,/swiːt/,n. 套房；一套家具,We booked a luxury suite in the hotel.
2472,range,/reɪndʒ/,n. 范围；幅度 v. 变动,The price range is wide.
2473,promotion,/prəˈməʊʃn/,n. 晋升；促销；推广,The store has a big sales promotion.
2474,receive,/rɪˈsiːv/,v. 收到；接待；接纳,Receive a letter from your friend.
2475,in full,/ɪn fʊl/,全部；全额,Pay the bill in full today.
2476,devalue,/ˌdiːˈvæljuː/,v. 贬值；贬低,The currency may devalue this year.
2477,cooperative,/kəʊˈɒpərətɪv/,adj. 合作的 n. 合作社,We have a cooperative relationship.
2478,ample,/ˈæmpl/,adj. 充足的；丰富的,There is ample time to prepare.
2479,business,/ˈbɪznəs/,n. 商业；生意；事务,He runs a small business.
2480,bazaar,/bəˈzɑː(r)/,n. 集市；市场,Visit the local bazaar for souvenirs.
2481,economic,/ˌiːkəˈnɒmɪk/,adj. 经济的；经济学的,The country’s economic growth is fast.
2482,be compatible with,/bi kəmˈpætəbl wɪð/,与……兼容,This software is compatible with Windows.
2483,continuity,/ˌkɒntɪˈnjuːəti/,n. 连续性；连贯性,Ensure the continuity of the work.
2484,classification,/ˌklæsɪfɪˈkeɪʃn/,n. 分类；分级,The classification of books by subject.
2485,exact,/ɪɡˈzækt/,adj. 精确的；准确的,Tell me the exact time of arrival.
2486,feasibility,/ˌfiːzəˈbɪləti/,n. 可行性,Study the feasibility of the project.
2487,profusely,/prəˈfjuːsli/,adv. 大量地；慷慨地,He apologized profusely for being late.
2488,detract,/dɪˈtrækt/,v. 贬低；减损,This mistake does not detract from his success.
2489,resume,/rɪˈzjuːm/ /ˈrezəmeɪ/,v. 重新开始 n. 简历,Resume your work after the break.
2490,slip,/slɪp/,v. 滑倒；滑落 n. 纸条；失误,Be careful not to slip on the floor.
2491,endurance,/ɪnˈdjʊərəns/,n. 耐力；忍耐力,Long-distance running tests endurance.
2492,paycheck,/ˈpeɪtʃek/,n. 薪水支票；工资,He gets his paycheck every month.
2493,reconfirm,/ˌriːkənˈfɜːm/,v. 再次确认,Please reconfirm your flight booking.
2494,prolong,/prəˈlɒŋ/,v. 延长；拖延,The meeting was prolonged by discussion.
2495,convertible,/kənˈvɜːtəbl/,adj. 可转换的；敞篷车的,He drives a convertible car.
2496,defective,/dɪˈfektɪv/,adj. 有缺陷的；次品的,Return the defective goods to the factory.
2497,grocery,/ˈɡrəʊsəri/,n. 食品杂货店；杂货,Buy daily necessities at the grocery.
2498,spouse,/spaʊs/,n. 配偶,Bring your spouse to the party.
2499,characteristic,/ˌkærəktəˈrɪstɪk/,n. 特征；特性 adj. 典型的,Kindness is her main characteristic.
2500,transportation,/ˌtrænspɔːˈteɪʃn/,n. 运输；交通系统,Public transportation is convenient.
2501,implement,/ˈɪmplɪment/ /ˈɪmplɪmənt/,v. 实施；执行 n. 工具,Implement the new policy immediately.
2502,finance,/ˈfaɪnæns/,n. 金融；财政 v. 资助,He majors in finance at university.
2503,value,/ˈvæljuː/,n. 价值；价值观 v. 重视,We should value our time.
2504,compromise,/ˈkɒmprəmaɪz/,v./n. 妥协；折中,Reach a compromise with each other.
2505,transact,/trænˈzækt/,v. 办理；交易；执行,Transact business online safely.
2506,resolve,/rɪˈzɒlv/,v. 解决；决心 n. 决心,Resolve the conflict peacefully.
2507,efficient,/ɪˈfɪʃnt/,adj. 高效的；有能力的,He is an efficient manager.
2508,flavor,/ˈfleɪvə(r)/,n. 味道；风味 v. 给……调味,The cake has a sweet flavor.
2509,procedure,/prəˈsiːdʒə(r)/,n. 程序；步骤；手续,Follow the correct procedure.
